Year,Round,Circuit,Driver,Constructor,Status,Altitude,Type,is_mechanical_dnf,Engine_Cycle_Pos
2014,1,melbourne,ROS,Mercedes,Finished,5.0,Street,0,1
2014,1,melbourne,MAG,McLaren,Finished,5.0,Street,0,1
2014,1,melbourne,BUT,McLaren,Finished,5.0,Street,0,1
2014,1,melbourne,ALO,Ferrari,Finished,5.0,Street,0,1
2014,1,melbourne,BOT,Williams,Finished,5.0,Street,0,1
2014,1,melbourne,HUL,Force India,Finished,5.0,Street,0,1
2014,1,melbourne,RAI,Ferrari,Finished,5.0,Street,0,1
2014,1,melbourne,VER,Toro Rosso,Finished,5.0,Street,0,1
2014,1,melbourne,KVY,Toro Rosso,Finished,5.0,Street,0,1
2014,1,melbourne,PER,Force India,Finished,5.0,Street,0,1
2014,1,melbourne,SUT,Sauber,+1 Lap,5.0,Street,0,1
2014,1,melbourne,GUT,Sauber,+1 Lap,5.0,Street,0,1
2014,1,melbourne,CHI,Marussia,+2 Laps,5.0,Street,0,1
2014,1,melbourne,BIA,Marussia,+8 Laps,5.0,Street,0,1
2014,1,melbourne,GRO,Lotus F1,ERS,5.0,Street,0,1
2014,1,melbourne,MAL,Lotus F1,ERS,5.0,Street,0,1
2014,1,melbourne,ERI,Caterham,Oil pressure,5.0,Street,0,1
2014,1,melbourne,VET,Red Bull,Engine,5.0,Street,1,1
2014,1,melbourne,HAM,Mercedes,Engine,5.0,Street,1,1
2014,1,melbourne,RIC,Red Bull,Disqualified,5.0,Street,0,1
2014,2,kuala_lumpur,HAM,Mercedes,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,ROS,Mercedes,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,VET,Red Bull,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,ALO,Ferrari,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,HUL,Force India,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,BUT,McLaren,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,MAS,Williams,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,BOT,Williams,Finished,18.0,Permanent,0,2
2014,2,kuala_lumpur,MAG,McLaren,+1 Lap,18.0,Permanent,0,2
2014,2,kuala_lumpur,KVY,Toro Rosso,+1 Lap,18.0,Permanent,0,2
2014,2,kuala_lumpur,GRO,Lotus F1,+1 Lap,18.0,Permanent,0,2
2014,2,kuala_lumpur,RAI,Ferrari,+1 Lap,18.0,Permanent,0,2
2014,2,kuala_lumpur,KOB,Caterham,+1 Lap,18.0,Permanent,0,2
2014,2,kuala_lumpur,ERI,Caterham,+2 Laps,18.0,Permanent,0,2
2014,2,kuala_lumpur,CHI,Marussia,+2 Laps,18.0,Permanent,0,2
2014,2,kuala_lumpur,RIC,Red Bull,Technical,18.0,Permanent,0,2
2014,2,kuala_lumpur,GUT,Sauber,Gearbox,18.0,Permanent,1,2
2014,2,kuala_lumpur,SUT,Sauber,Electrical,18.0,Permanent,1,2
2014,2,kuala_lumpur,VER,Toro Rosso,Power Unit,18.0,Permanent,1,2
2014,2,kuala_lumpur,BIA,Marussia,Brakes,18.0,Permanent,0,2
2014,2,kuala_lumpur,MAL,Lotus F1,Engine,18.0,Permanent,1,2
2014,2,kuala_lumpur,PER,Force India,Withdrew,18.0,Permanent,0,2
2014,3,sakhir,HAM,Mercedes,Finished,2.0,Permanent,0,3
2014,3,sakhir,ROS,Mercedes,Finished,2.0,Permanent,0,3
2014,3,sakhir,PER,Force India,Finished,2.0,Permanent,0,3
2014,3,sakhir,RIC,Red Bull,Finished,2.0,Permanent,0,3
2014,3,sakhir,HUL,Force India,Finished,2.0,Permanent,0,3
2014,3,sakhir,VET,Red Bull,Finished,2.0,Permanent,0,3
2014,3,sakhir,MAS,Williams,Finished,2.0,Permanent,0,3
2014,3,sakhir,BOT,Williams,Finished,2.0,Permanent,0,3
2014,3,sakhir,ALO,Ferrari,Finished,2.0,Permanent,0,3
2014,3,sakhir,RAI,Ferrari,Finished,2.0,Permanent,0,3
2014,3,sakhir,KVY,Toro Rosso,Finished,2.0,Permanent,0,3
2014,3,sakhir,GRO,Lotus F1,Finished,2.0,Permanent,0,3
2014,3,sakhir,CHI,Marussia,Finished,2.0,Permanent,0,3
2014,3,sakhir,MAL,Lotus F1,Finished,2.0,Permanent,0,3
2014,3,sakhir,KOB,Caterham,Finished,2.0,Permanent,0,3
2014,3,sakhir,BIA,Marussia,+1 Lap,2.0,Permanent,0,3
2014,3,sakhir,BUT,McLaren,Clutch,2.0,Permanent,0,3
2014,3,sakhir,MAG,McLaren,Clutch,2.0,Permanent,0,3
2014,3,sakhir,ERI,Caterham,Retired,2.0,Permanent,0,3
2014,3,sakhir,VER,Toro Rosso,Retired,2.0,Permanent,0,3
2014,4,shanghai,HAM,Mercedes,Finished,5.0,Permanent,0,4
2014,4,shanghai,ROS,Mercedes,Finished,5.0,Permanent,0,4
2014,4,shanghai,ALO,Ferrari,Finished,5.0,Permanent,0,4
2014,4,shanghai,RIC,Red Bull,Finished,5.0,Permanent,0,4
2014,4,shanghai,VET,Red Bull,Finished,5.0,Permanent,0,4
2014,4,shanghai,HUL,Force India,Finished,5.0,Permanent,0,4
2014,4,shanghai,BOT,Williams,Finished,5.0,Permanent,0,4
2014,4,shanghai,RAI,Ferrari,Finished,5.0,Permanent,0,4
2014,4,shanghai,PER,Force India,Finished,5.0,Permanent,0,4
2014,4,shanghai,KVY,Toro Rosso,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,BUT,McLaren,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,VER,Toro Rosso,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,MAG,McLaren,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,MAL,Lotus F1,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,MAS,Williams,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,GUT,Sauber,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,BIA,Marussia,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,KOB,Caterham,+1 Lap,5.0,Permanent,0,4
2014,4,shanghai,CHI,Marussia,+2 Laps,5.0,Permanent,0,4
2014,4,shanghai,ERI,Caterham,+2 Laps,5.0,Permanent,0,4
2014,4,shanghai,GRO,Lotus F1,Gearbox,5.0,Permanent,1,4
2014,4,shanghai,SUT,Sauber,Engine,5.0,Permanent,1,4
2014,5,barcelona,HAM,Mercedes,Finished,155.0,Permanent,0,5
2014,5,barcelona,ROS,Mercedes,Finished,155.0,Permanent,0,5
2014,5,barcelona,RIC,Red Bull,Finished,155.0,Permanent,0,5
2014,5,barcelona,VET,Red Bull,Finished,155.0,Permanent,0,5
2014,5,barcelona,BOT,Williams,Finished,155.0,Permanent,0,5
2014,5,barcelona,ALO,Ferrari,Finished,155.0,Permanent,0,5
2014,5,barcelona,RAI,Ferrari,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,GRO,Lotus F1,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,PER,Force India,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,HUL,Force India,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,BUT,McLaren,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,MAG,McLaren,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,MAS,Williams,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,KVY,Toro Rosso,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,MAL,Lotus F1,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,GUT,Sauber,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,SUT,Sauber,+1 Lap,155.0,Permanent,0,5
2014,5,barcelona,BIA,Marussia,+2 Laps,155.0,Permanent,0,5
2014,5,barcelona,CHI,Marussia,+2 Laps,155.0,Permanent,0,5
2014,5,barcelona,ERI,Caterham,+2 Laps,155.0,Permanent,0,5
2014,5,barcelona,KOB,Caterham,Brakes,155.0,Permanent,0,5
2014,5,barcelona,VER,Toro Rosso,Exhaust,155.0,Permanent,0,5
2014,6,monte_carlo,ROS,Mercedes,Finished,69.0,Street,0,6
2014,6,monte_carlo,HAM,Mercedes,Finished,69.0,Street,0,6
2014,6,monte_carlo,RIC,Red Bull,Finished,69.0,Street,0,6
2014,6,monte_carlo,ALO,Ferrari,Finished,69.0,Street,0,6
2014,6,monte_carlo,HUL,Force India,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,BUT,McLaren,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,MAS,Williams,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,GRO,Lotus F1,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,BIA,Marussia,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,MAG,McLaren,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,ERI,Caterham,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,RAI,Ferrari,+1 Lap,69.0,Street,0,6
2014,6,monte_carlo,KOB,Caterham,+2 Laps,69.0,Street,0,6
2014,6,monte_carlo,CHI,Marussia,+3 Laps,69.0,Street,0,6
2014,6,monte_carlo,BOT,Williams,Engine,69.0,Street,1,6
2014,6,monte_carlo,VER,Toro Rosso,Engine,69.0,Street,1,6
2014,6,monte_carlo,KVY,Toro Rosso,Mechanical,69.0,Street,1,6
2014,6,monte_carlo,VET,Red Bull,Turbo,69.0,Street,0,6
2014,6,monte_carlo,MAL,Lotus F1,Withdrew,69.0,Street,0,6
2014,7,montreal,RIC,Red Bull,Finished,13.0,Street,0,7
2014,7,montreal,ROS,Mercedes,Finished,13.0,Street,0,7
2014,7,montreal,VET,Red Bull,Finished,13.0,Street,0,7
2014,7,montreal,BUT,McLaren,Finished,13.0,Street,0,7
2014,7,montreal,HUL,Force India,Finished,13.0,Street,0,7
2014,7,montreal,ALO,Ferrari,Finished,13.0,Street,0,7
2014,7,montreal,BOT,Williams,Finished,13.0,Street,0,7
2014,7,montreal,VER,Toro Rosso,Finished,13.0,Street,0,7
2014,7,montreal,MAG,McLaren,Finished,13.0,Street,0,7
2014,7,montreal,RAI,Ferrari,Finished,13.0,Street,0,7
2014,7,montreal,SUT,Sauber,+1 Lap,13.0,Street,0,7
2014,7,montreal,GUT,Sauber,ERS,13.0,Street,0,7
2014,7,montreal,GRO,Lotus F1,Rear wing,13.0,Street,0,7
2014,7,montreal,KVY,Toro Rosso,Drivetrain,13.0,Street,0,7
2014,7,montreal,HAM,Mercedes,Brakes,13.0,Street,0,7
2014,7,montreal,KOB,Caterham,Suspension,13.0,Street,0,7
2014,7,montreal,MAL,Lotus F1,Power Unit,13.0,Street,1,7
2014,7,montreal,ERI,Caterham,Turbo,13.0,Street,0,7
2014,8,spielberg,ROS,Mercedes,Finished,677.0,Permanent,0,1
2014,8,spielberg,HAM,Mercedes,Finished,677.0,Permanent,0,1
2014,8,spielberg,BOT,Williams,Finished,677.0,Permanent,0,1
2014,8,spielberg,MAS,Williams,Finished,677.0,Permanent,0,1
2014,8,spielberg,ALO,Ferrari,Finished,677.0,Permanent,0,1
2014,8,spielberg,PER,Force India,Finished,677.0,Permanent,0,1
2014,8,spielberg,MAG,McLaren,Finished,677.0,Permanent,0,1
2014,8,spielberg,RIC,Red Bull,Finished,677.0,Permanent,0,1
2014,8,spielberg,HUL,Force India,Finished,677.0,Permanent,0,1
2014,8,spielberg,RAI,Ferrari,Finished,677.0,Permanent,0,1
2014,8,spielberg,BUT,McLaren,Finished,677.0,Permanent,0,1
2014,8,spielberg,MAL,Lotus F1,+1 Lap,677.0,Permanent,0,1
2014,8,spielberg,SUT,Sauber,+1 Lap,677.0,Permanent,0,1
2014,8,spielberg,GRO,Lotus F1,+1 Lap,677.0,Permanent,0,1
2014,8,spielberg,BIA,Marussia,+2 Laps,677.0,Permanent,0,1
2014,8,spielberg,KOB,Caterham,+2 Laps,677.0,Permanent,0,1
2014,8,spielberg,CHI,Marussia,+2 Laps,677.0,Permanent,0,1
2014,8,spielberg,ERI,Caterham,+2 Laps,677.0,Permanent,0,1
2014,8,spielberg,GUT,Sauber,+2 Laps,677.0,Permanent,0,1
2014,8,spielberg,VER,Toro Rosso,Brakes,677.0,Permanent,0,1
2014,8,spielberg,VET,Red Bull,Electrical,677.0,Permanent,1,1
2014,8,spielberg,KVY,Toro Rosso,Suspension,677.0,Permanent,0,1
2014,9,silverstone,HAM,Mercedes,Finished,153.0,Permanent,0,2
2014,9,silverstone,BOT,Williams,Finished,153.0,Permanent,0,2
2014,9,silverstone,RIC,Red Bull,Finished,153.0,Permanent,0,2
2014,9,silverstone,BUT,McLaren,Finished,153.0,Permanent,0,2
2014,9,silverstone,VET,Red Bull,Finished,153.0,Permanent,0,2
2014,9,silverstone,ALO,Ferrari,Finished,153.0,Permanent,0,2
2014,9,silverstone,MAG,McLaren,Finished,153.0,Permanent,0,2
2014,9,silverstone,HUL,Force India,Finished,153.0,Permanent,0,2
2014,9,silverstone,KVY,Toro Rosso,Finished,153.0,Permanent,0,2
2014,9,silverstone,VER,Toro Rosso,+1 Lap,153.0,Permanent,0,2
2014,9,silverstone,PER,Force India,+1 Lap,153.0,Permanent,0,2
2014,9,silverstone,GRO,Lotus F1,+1 Lap,153.0,Permanent,0,2
2014,9,silverstone,SUT,Sauber,+1 Lap,153.0,Permanent,0,2
2014,9,silverstone,BIA,Marussia,+1 Lap,153.0,Permanent,0,2
2014,9,silverstone,KOB,Caterham,+2 Laps,153.0,Permanent,0,2
2014,9,silverstone,CHI,Marussia,+2 Laps,153.0,Permanent,0,2
2014,9,silverstone,MAL,Lotus F1,+3 Laps,153.0,Permanent,0,2
2014,9,silverstone,ROS,Mercedes,Gearbox,153.0,Permanent,1,2
2014,9,silverstone,ERI,Caterham,Suspension,153.0,Permanent,0,2
2014,10,hockenheim,ROS,Mercedes,Finished,103.0,Permanent,0,3
2014,10,hockenheim,BOT,Williams,Finished,103.0,Permanent,0,3
2014,10,hockenheim,HAM,Mercedes,Finished,103.0,Permanent,0,3
2014,10,hockenheim,VET,Red Bull,Finished,103.0,Permanent,0,3
2014,10,hockenheim,ALO,Ferrari,Finished,103.0,Permanent,0,3
2014,10,hockenheim,RIC,Red Bull,Finished,103.0,Permanent,0,3
2014,10,hockenheim,HUL,Force India,Finished,103.0,Permanent,0,3
2014,10,hockenheim,BUT,McLaren,Finished,103.0,Permanent,0,3
2014,10,hockenheim,MAG,McLaren,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,PER,Force India,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,RAI,Ferrari,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,MAL,Lotus F1,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,VER,Toro Rosso,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,GUT,Sauber,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,BIA,Marussia,+1 Lap,103.0,Permanent,0,3
2014,10,hockenheim,KOB,Caterham,+2 Laps,103.0,Permanent,0,3
2014,10,hockenheim,CHI,Marussia,+2 Laps,103.0,Permanent,0,3
2014,10,hockenheim,ERI,Caterham,+2 Laps,103.0,Permanent,0,3
2014,10,hockenheim,SUT,Sauber,Brakes,103.0,Permanent,0,3
2014,10,hockenheim,KVY,Toro Rosso,Oil leak,103.0,Permanent,0,3
2014,10,hockenheim,GRO,Lotus F1,Water leak,103.0,Permanent,0,3
2014,11,budapest,RIC,Red Bull,Finished,236.0,Permanent,0,4
2014,11,budapest,ALO,Ferrari,Finished,236.0,Permanent,0,4
2014,11,budapest,HAM,Mercedes,Finished,236.0,Permanent,0,4
2014,11,budapest,ROS,Mercedes,Finished,236.0,Permanent,0,4
2014,11,budapest,MAS,Williams,Finished,236.0,Permanent,0,4
2014,11,budapest,RAI,Ferrari,Finished,236.0,Permanent,0,4
2014,11,budapest,VET,Red Bull,Finished,236.0,Permanent,0,4
2014,11,budapest,BOT,Williams,Finished,236.0,Permanent,0,4
2014,11,budapest,VER,Toro Rosso,Finished,236.0,Permanent,0,4
2014,11,budapest,BUT,McLaren,Finished,236.0,Permanent,0,4
2014,11,budapest,SUT,Sauber,Finished,236.0,Permanent,0,4
2014,11,budapest,MAG,McLaren,Finished,236.0,Permanent,0,4
2014,11,budapest,MAL,Lotus F1,Finished,236.0,Permanent,0,4
2014,11,budapest,KVY,Toro Rosso,+1 Lap,236.0,Permanent,0,4
2014,11,budapest,BIA,Marussia,+1 Lap,236.0,Permanent,0,4
2014,11,budapest,CHI,Marussia,+1 Lap,236.0,Permanent,0,4
2014,11,budapest,GUT,Sauber,Retired,236.0,Permanent,0,4
2014,11,budapest,KOB,Caterham,Retired,236.0,Permanent,0,4
2014,12,spa,RIC,Red Bull,Finished,418.0,Permanent,0,5
2014,12,spa,ROS,Mercedes,Finished,418.0,Permanent,0,5
2014,12,spa,BOT,Williams,Finished,418.0,Permanent,0,5
2014,12,spa,RAI,Ferrari,Finished,418.0,Permanent,0,5
2014,12,spa,VET,Red Bull,Finished,418.0,Permanent,0,5
2014,12,spa,BUT,McLaren,Finished,418.0,Permanent,0,5
2014,12,spa,ALO,Ferrari,Finished,418.0,Permanent,0,5
2014,12,spa,PER,Force India,Finished,418.0,Permanent,0,5
2014,12,spa,KVY,Toro Rosso,Finished,418.0,Permanent,0,5
2014,12,spa,HUL,Force India,Finished,418.0,Permanent,0,5
2014,12,spa,VER,Toro Rosso,Finished,418.0,Permanent,0,5
2014,12,spa,MAG,McLaren,Finished,418.0,Permanent,0,5
2014,12,spa,MAS,Williams,Finished,418.0,Permanent,0,5
2014,12,spa,SUT,Sauber,Finished,418.0,Permanent,0,5
2014,12,spa,GUT,Sauber,Finished,418.0,Permanent,0,5
2014,12,spa,CHI,Marussia,+1 Lap,418.0,Permanent,0,5
2014,12,spa,ERI,Caterham,+1 Lap,418.0,Permanent,0,5
2014,12,spa,BIA,Marussia,Gearbox,418.0,Permanent,1,5
2014,12,spa,HAM,Mercedes,Retired,418.0,Permanent,0,5
2014,12,spa,GRO,Lotus F1,Retired,418.0,Permanent,0,5
2014,12,spa,MAL,Lotus F1,Mechanical,418.0,Permanent,1,5
2014,12,spa,LOT,Caterham,Power Unit,418.0,Permanent,1,5
2014,13,monza,HAM,Mercedes,Finished,162.0,Permanent,0,6
2014,13,monza,ROS,Mercedes,Finished,162.0,Permanent,0,6
2014,13,monza,MAS,Williams,Finished,162.0,Permanent,0,6
2014,13,monza,BOT,Williams,Finished,162.0,Permanent,0,6
2014,13,monza,RIC,Red Bull,Finished,162.0,Permanent,0,6
2014,13,monza,VET,Red Bull,Finished,162.0,Permanent,0,6
2014,13,monza,PER,Force India,Finished,162.0,Permanent,0,6
2014,13,monza,BUT,McLaren,Finished,162.0,Permanent,0,6
2014,13,monza,RAI,Ferrari,Finished,162.0,Permanent,0,6
2014,13,monza,MAG,McLaren,Finished,162.0,Permanent,0,6
2014,13,monza,KVY,Toro Rosso,Finished,162.0,Permanent,0,6
2014,13,monza,HUL,Force India,Finished,162.0,Permanent,0,6
2014,13,monza,VER,Toro Rosso,Finished,162.0,Permanent,0,6
2014,13,monza,MAL,Lotus F1,+1 Lap,162.0,Permanent,0,6
2014,13,monza,SUT,Sauber,+1 Lap,162.0,Permanent,0,6
2014,13,monza,GRO,Lotus F1,+1 Lap,162.0,Permanent,0,6
2014,13,monza,KOB,Caterham,+1 Lap,162.0,Permanent,0,6
2014,13,monza,BIA,Marussia,+1 Lap,162.0,Permanent,0,6
2014,13,monza,GUT,Sauber,+2 Laps,162.0,Permanent,0,6
2014,13,monza,ERI,Caterham,+2 Laps,162.0,Permanent,0,6
2014,13,monza,ALO,Ferrari,Engine,162.0,Permanent,1,6
2014,14,marina_bay,HAM,Mercedes,Finished,15.0,Street,0,7
2014,14,marina_bay,VET,Red Bull,Finished,15.0,Street,0,7
2014,14,marina_bay,RIC,Red Bull,Finished,15.0,Street,0,7
2014,14,marina_bay,ALO,Ferrari,Finished,15.0,Street,0,7
2014,14,marina_bay,MAS,Williams,Finished,15.0,Street,0,7
2014,14,marina_bay,VER,Toro Rosso,Finished,15.0,Street,0,7
2014,14,marina_bay,PER,Force India,Finished,15.0,Street,0,7
2014,14,marina_bay,RAI,Ferrari,Finished,15.0,Street,0,7
2014,14,marina_bay,HUL,Force India,Finished,15.0,Street,0,7
2014,14,marina_bay,MAG,McLaren,Finished,15.0,Street,0,7
2014,14,marina_bay,BOT,Williams,Finished,15.0,Street,0,7
2014,14,marina_bay,MAL,Lotus F1,Finished,15.0,Street,0,7
2014,14,marina_bay,GRO,Lotus F1,Finished,15.0,Street,0,7
2014,14,marina_bay,KVY,Toro Rosso,Finished,15.0,Street,0,7
2014,14,marina_bay,ERI,Caterham,Finished,15.0,Street,0,7
2014,14,marina_bay,BIA,Marussia,Finished,15.0,Street,0,7
2014,14,marina_bay,CHI,Marussia,+1 Lap,15.0,Street,0,7
2014,14,marina_bay,BUT,McLaren,Retired,15.0,Street,0,7
2014,14,marina_bay,SUT,Sauber,Water pressure,15.0,Street,0,7
2014,14,marina_bay,GUT,Sauber,Electrical,15.0,Street,1,7
2014,14,marina_bay,ROS,Mercedes,Electrical,15.0,Street,1,7
2014,14,marina_bay,KOB,Caterham,Power Unit,15.0,Street,1,7
2014,15,suzuka,HAM,Mercedes,Finished,45.0,Permanent,0,1
2014,15,suzuka,ROS,Mercedes,Finished,45.0,Permanent,0,1
2014,15,suzuka,VET,Red Bull,Finished,45.0,Permanent,0,1
2014,15,suzuka,RIC,Red Bull,Finished,45.0,Permanent,0,1
2014,15,suzuka,BUT,McLaren,Finished,45.0,Permanent,0,1
2014,15,suzuka,BOT,Williams,Finished,45.0,Permanent,0,1
2014,15,suzuka,MAS,Williams,Finished,45.0,Permanent,0,1
2014,15,suzuka,HUL,Force India,Finished,45.0,Permanent,0,1
2014,15,suzuka,VER,Toro Rosso,Finished,45.0,Permanent,0,1
2014,15,suzuka,PER,Force India,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,KVY,Toro Rosso,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,RAI,Ferrari,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,GUT,Sauber,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,MAG,McLaren,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,GRO,Lotus F1,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,MAL,Lotus F1,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,ERI,Caterham,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,CHI,Marussia,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,KOB,Caterham,+1 Lap,45.0,Permanent,0,1
2014,15,suzuka,ALO,Ferrari,Electronics,45.0,Permanent,0,1
2014,16,sochi,HAM,Mercedes,Finished,2.0,Street,0,2
2014,16,sochi,ROS,Mercedes,Finished,2.0,Street,0,2
2014,16,sochi,BOT,Williams,Finished,2.0,Street,0,2
2014,16,sochi,BUT,McLaren,Finished,2.0,Street,0,2
2014,16,sochi,MAG,McLaren,Finished,2.0,Street,0,2
2014,16,sochi,ALO,Ferrari,Finished,2.0,Street,0,2
2014,16,sochi,RIC,Red Bull,Finished,2.0,Street,0,2
2014,16,sochi,VET,Red Bull,Finished,2.0,Street,0,2
2014,16,sochi,RAI,Ferrari,Finished,2.0,Street,0,2
2014,16,sochi,PER,Force India,Finished,2.0,Street,0,2
2014,16,sochi,MAS,Williams,Finished,2.0,Street,0,2
2014,16,sochi,HUL,Force India,Finished,2.0,Street,0,2
2014,16,sochi,VER,Toro Rosso,Finished,2.0,Street,0,2
2014,16,sochi,KVY,Toro Rosso,+1 Lap,2.0,Street,0,2
2014,16,sochi,GUT,Sauber,+1 Lap,2.0,Street,0,2
2014,16,sochi,SUT,Sauber,+1 Lap,2.0,Street,0,2
2014,16,sochi,GRO,Lotus F1,+1 Lap,2.0,Street,0,2
2014,16,sochi,MAL,Lotus F1,+1 Lap,2.0,Street,0,2
2014,16,sochi,ERI,Caterham,+2 Laps,2.0,Street,0,2
2014,16,sochi,KOB,Caterham,Brakes,2.0,Street,0,2
2014,16,sochi,CHI,Marussia,Suspension,2.0,Street,0,2
2014,17,austin,HAM,Mercedes,Finished,161.0,Permanent,0,3
2014,17,austin,ROS,Mercedes,Finished,161.0,Permanent,0,3
2014,17,austin,RIC,Red Bull,Finished,161.0,Permanent,0,3
2014,17,austin,MAS,Williams,Finished,161.0,Permanent,0,3
2014,17,austin,BOT,Williams,Finished,161.0,Permanent,0,3
2014,17,austin,ALO,Ferrari,Finished,161.0,Permanent,0,3
2014,17,austin,VET,Red Bull,Finished,161.0,Permanent,0,3
2014,17,austin,MAG,McLaren,Finished,161.0,Permanent,0,3
2014,17,austin,MAL,Lotus F1,Finished,161.0,Permanent,0,3
2014,17,austin,VER,Toro Rosso,Finished,161.0,Permanent,0,3
2014,17,austin,GRO,Lotus F1,+1 Lap,161.0,Permanent,0,3
2014,17,austin,BUT,McLaren,+1 Lap,161.0,Permanent,0,3
2014,17,austin,RAI,Ferrari,+1 Lap,161.0,Permanent,0,3
2014,17,austin,GUT,Sauber,+1 Lap,161.0,Permanent,0,3
2014,17,austin,KVY,Toro Rosso,+1 Lap,161.0,Permanent,0,3
2014,17,austin,HUL,Force India,Engine,161.0,Permanent,1,3
2014,18,são_paulo,ROS,Mercedes,Finished,785.0,Permanent,0,4
2014,18,são_paulo,HAM,Mercedes,Finished,785.0,Permanent,0,4
2014,18,são_paulo,MAS,Williams,Finished,785.0,Permanent,0,4
2014,18,são_paulo,BUT,McLaren,Finished,785.0,Permanent,0,4
2014,18,são_paulo,VET,Red Bull,Finished,785.0,Permanent,0,4
2014,18,são_paulo,ALO,Ferrari,Finished,785.0,Permanent,0,4
2014,18,são_paulo,RAI,Ferrari,Finished,785.0,Permanent,0,4
2014,18,são_paulo,HUL,Force India,Finished,785.0,Permanent,0,4
2014,18,são_paulo,MAG,McLaren,Finished,785.0,Permanent,0,4
2014,18,são_paulo,BOT,Williams,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,KVY,Toro Rosso,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,MAL,Lotus F1,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,VER,Toro Rosso,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,GUT,Sauber,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,PER,Force India,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,SUT,Sauber,+1 Lap,785.0,Permanent,0,4
2014,18,são_paulo,GRO,Lotus F1,+8 Laps,785.0,Permanent,0,4
2014,18,são_paulo,RIC,Red Bull,Suspension,785.0,Permanent,0,4
2014,19,abu_dhabi,HAM,Mercedes,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,MAS,Williams,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,BOT,Williams,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,RIC,Red Bull,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,BUT,McLaren,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,HUL,Force India,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,PER,Force India,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,VET,Red Bull,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,ALO,Ferrari,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,RAI,Ferrari,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,MAG,McLaren,Finished,10.0,Permanent,0,5
2014,19,abu_dhabi,VER,Toro Rosso,Finished,10.0,Permanent,0,5
